MGP ID,Entrez Gene ID,Gene name,Symbol,pathway_name
MGP001322,2902,"glutamate receptor, ionotropic, N-methyl D-aspartate 1",GRIN1,Benzocaine Action Pathway
MGP001323,2903,"glutamate receptor, ionotropic, N-methyl D-aspartate 2A",GRIN2A,Benzocaine Action Pathway
MGP006368,116443,"glutamate receptor, ionotropic, N-methyl-D-aspartate 3A",GRIN3A,Benzocaine Action Pathway
MGP001526,3350,"5-hydroxytryptamine (serotonin) receptor 1A, G protein-coupled",HTR1A,Benzocaine Action Pathway
MGP001713,3751,"potassium channel, voltage gated Shal related subfamily D, member 2",KCND2,Benzocaine Action Pathway
MGP005046,30819,Kv channel interacting protein 2,KCNIP2,Benzocaine Action Pathway
MGP002164,4988,"opioid receptor, mu 1",OPRM1,Benzocaine Action Pathway
MGP002221,5126,proprotein convertase subtilisin/kexin type 2,PCSK2,Benzocaine Action Pathway
MGP002369,5443,proopiomelanocortin,POMC,Benzocaine Action Pathway
MGP002765,6336,"sodium channel, voltage gated, type X alpha subunit",SCN10A,Benzocaine Action Pathway
MGP002755,6324,"sodium channel, voltage gated, type I beta subunit",SCN1B,Benzocaine Action Pathway
MGP002866,6530,"solute carrier family 6 (neurotransmitter transporter), member 2",SLC6A2,Benzocaine Action Pathway
MGP002867,6531,"solute carrier family 6 (neurotransmitter transporter), member 3",SLC6A3,Benzocaine Action Pathway
MGP002868,6532,"solute carrier family 6 (neurotransmitter transporter), member 4",SLC6A4,Benzocaine Action Pathway
MGP000115,215,"ATP-binding cassette, sub-family D (ALD), member 1",ABCD1,Beta Oxidation of Very Long Chain Fatty Acids
MGP000123,225,"ATP-binding cassette, sub-family D (ALD), member 2",ABCD2,Beta Oxidation of Very Long Chain Fatty Acids
MGP001026,2180,acyl-CoA synthetase long-chain family member 1,ACSL1,Beta Oxidation of Very Long Chain Fatty Acids
MGP000674,1376,carnitine palmitoyltransferase 2,CPT2,Beta Oxidation of Very Long Chain Fatty Acids
MGP000678,1384,carnitine O-acetyltransferase,CRAT,Beta Oxidation of Very Long Chain Fatty Acids
MGP005317,54677,carnitine O-octanoyltransferase,CROT,Beta Oxidation of Very Long Chain Fatty Acids
MGP006297,92960,peroxisomal biogenesis factor 11 gamma,PEX11G,Beta Oxidation of Very Long Chain Fatty Acids
MGP002240,5194,peroxisomal biogenesis factor 13,PEX13,Beta Oxidation of Very Long Chain Fatty Acids
MGP002241,5195,peroxisomal biogenesis factor 14,PEX14,Beta Oxidation of Very Long Chain Fatty Acids
MGP000390,788,"solute carrier family 25 (carnitine/acylcarnitine translocase), member 20",SLC25A20,Beta Oxidation of Very Long Chain Fatty Acids
MGP000006,18,4-aminobutyrate aminotransferase,ABAT,Beta-Alanine Metabolism
MGP000117,217,aldehyde dehydrogenase 2 family (mitochondrial),ALDH2,Beta-Alanine Metabolism
MGP001949,4329,"aldehyde dehydrogenase 6 family, member A1",ALDH6A1,Beta-Alanine Metabolism
MGP003626,8639,"amine oxidase, copper containing 3",AOC3,Beta-Alanine Metabolism
MGP006168,84735,carnosine dipeptidase 1 (metallopeptidase M20 family),CNDP1,Beta-Alanine Metabolism
MGP000865,1806,dihydropyrimidine dehydrogenase,DPYD,Beta-Alanine Metabolism
MGP000866,1807,dihydropyrimidinase,DPYS,Beta-Alanine Metabolism
MGP001143,2571,"glutamate decarboxylase 1 (brain, 67kDa)",GAD1,Beta-Alanine Metabolism
MGP001143,2571,"glutamate decarboxylase 1 (brain, 67kDa)",GAD1,Beta-Alanine Metabolism
MGP005242,51733,"ureidopropionase, beta",UPB1,Beta-Alanine Metabolism
MGP000105,191,adenosylhomocysteinase,AHCY,Betaine Metabolism
MGP000254,501,"aldehyde dehydrogenase 7 family, member A1",ALDH7A1,Betaine Metabolism
MGP000311,635,betaine--homocysteine S-methyltransferase,BHMT,Betaine Metabolism
MGP005423,55349,choline dehydrogenase,CHDH,Betaine Metabolism
MGP001871,4143,"methionine adenosyltransferase I, alpha",MAT1A,Betaine Metabolism
MGP001976,4548,5-methyltetrahydrofolate-homocysteine methyltransferase,MTR,Betaine Metabolism
MGP004226,10400,phosphatidylethanolamine N-methyltransferase,PEMT,Betaine Metabolism
MGP001092,2321,fms-related tyrosine kinase 1,FLT1,Bevacizumab Action Pathway
MGP001748,3791,kinase insert domain receptor,KDR,Bevacizumab Action Pathway
MGP003293,7422,vascular endothelial growth factor A,VEGFA,Bevacizumab Action Pathway
MGP003480,8309,"acyl-CoA oxidase 2, branched chain",ACOX2,Bile Acid Biosynthesis
MGP000541,1109,"aldo-keto reductase family 1, member C4",AKR1C4,Bile Acid Biosynthesis
MGP002975,6718,"aldo-keto reductase family 1, member D1",AKR1D1,Bile Acid Biosynthesis
MGP004717,23600,alpha-methylacyl-CoA racemase,AMACR,Bile Acid Biosynthesis
MGP000285,570,bile acid CoA:amino acid N-acyltransferase,BAAT,Bile Acid Biosynthesis
MGP003771,9023,cholesterol 25-hydroxylase,CH25H,Bile Acid Biosynthesis
MGP000775,1593,"cytochrome P450, family 27, subfamily A, polypeptide 1",CYP27A1,Bile Acid Biosynthesis
MGP005158,51302,"cytochrome P450, family 39, subfamily A, polypeptide 1",CYP39A1,Bile Acid Biosynthesis
MGP004379,10858,"cytochrome P450, family 46, subfamily A, polypeptide 1",CYP46A1,Bile Acid Biosynthesis
MGP000765,1581,"cytochrome P450, family 7, subfamily A, polypeptide 1",CYP7A1,Bile Acid Biosynthesis
MGP003893,9420,"cytochrome P450, family 7, subfamily B, polypeptide 1",CYP7B1,Bile Acid Biosynthesis
MGP000766,1582,"cytochrome P450, family 8, subfamily B, polypeptide 1",CYP8B1,Bile Acid Biosynthesis
MGP001510,3295,hydroxysteroid (17-beta) dehydrogenase 4,HSD17B4,Bile Acid Biosynthesis
MGP005982,80270,"hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 7",HSD3B7,Bile Acid Biosynthesis
MGP001823,3988,"lipase A, lysosomal acid, cholesterol esterase",LIPA,Bile Acid Biosynthesis
MGP002771,6342,sterol carrier protein 2,SCP2,Bile Acid Biosynthesis
MGP002771,6342,sterol carrier protein 2,SCP2,Bile Acid Biosynthesis
MGP004426,10998,"solute carrier family 27 (fatty acid transporter), member 5",SLC27A5,Bile Acid Biosynthesis
MGP000341,686,biotinidase,BTD,Biotin Metabolism
MGP001461,3141,holocarboxylase synthetase (biotin-(proprionyl-CoA-carboxylase (ATP-hydrolysing)) ligase),HLCS,Biotin Metabolism
MGP004977,28972,signal peptidase complex subunit 1 homolog (S. cerevisiae),SPCS1,Biotin Metabolism
MGP000020,35,"acyl-CoA dehydrogenase, C-2 to C-3 short chain",ACADS,Butyrate Metabolism
MGP000023,38,acetyl-CoA acetyltransferase 1,ACAT1,Butyrate Metabolism
MGP006367,116285,acyl-CoA synthetase medium-chain family member 1,ACSM1,Butyrate Metabolism
MGP000902,1892,"enoyl CoA hydratase, short chain, 1, mitochondrial",ECHS1,Butyrate Metabolism
MGP001409,3033,hydroxyacyl-CoA dehydrogenase,HADH,Butyrate Metabolism
MGP001465,3155,3-hydroxymethyl-3-methylglutaryl-CoA lyase,HMGCL,Butyrate Metabolism
MGP001468,3158,3-hydroxy-3-methylglutaryl-CoA synthase 2 (mitochondrial),HMGCS2,Butyrate Metabolism
MGP002179,5019,3-oxoacid CoA transferase 1,OXCT1,Butyrate Metabolism
MGP000746,1544,"cytochrome P450, family 1, subfamily A, polypeptide 2",CYP1A2,Caffeine Metabolism
MGP000748,1548,"cytochrome P450, family 2, subfamily A, polypeptide 6",CYP2A6,Caffeine Metabolism
MGP000754,1558,"cytochrome P450, family 2, subfamily C, polypeptide 8",CYP2C8,Caffeine Metabolism
MGP000755,1559,"cytochrome P450, family 2, subfamily C, polypeptide 9",CYP2C9,Caffeine Metabolism
MGP000758,1571,"cytochrome P450, family 2, subfamily E, polypeptide 1",CYP2E1,Caffeine Metabolism
MGP000761,1576,"cytochrome P450, family 3, subfamily A, polypeptide 4",CYP3A4,Caffeine Metabolism
MGP000003,10,N-acetyltransferase 2 (arylamine N-acetyltransferase),NAT2,Caffeine Metabolism
MGP003329,7498,xanthine dehydrogenase,XDH,Caffeine Metabolism
MGP000121,223,"aldehyde dehydrogenase 9 family, member A1",ALDH9A1,Carnitine Synthesis
MGP003548,8424,"butyrobetaine (gamma), 2-oxoglutarate dioxygenase (gamma-butyrobetaine hydroxylase) 1",BBOX1,Carnitine Synthesis
MGP006009,80854,SET domain containing (lysine methyltransferase) 7,SETD7,Carnitine Synthesis
MGP002827,6470,serine hydroxymethyltransferase 1 (soluble),SHMT1,Carnitine Synthesis
MGP005398,55217,"trimethyllysine hydroxylase, epsilon",TMLHE,Carnitine Synthesis
MGP003028,6833,"ATP-binding cassette, sub-family C (CFTR/MRP), member 8",ABCC8,Carvedilol Action Pathway
MGP004107,10060,"ATP-binding cassette, sub-family C (CFTR/MRP), member 9",ABCC9,Carvedilol Action Pathway
MGP000081,148,adrenoceptor alpha 1A,ADRA1A,Carvedilol Action Pathway
MGP000085,153,adrenoceptor beta 1,ADRB1,Carvedilol Action Pathway
MGP000101,185,"angiotensin II receptor, type 1",AGTR1,Carvedilol Action Pathway
MGP000101,185,"angiotensin II receptor, type 1",AGTR1,Carvedilol Action Pathway
MGP006598,144245,"ALG10B, alpha-1,2-glucosyltransferase",ALG10B,Carvedilol Action Pathway
MGP000235,476,"ATPase, Na+/K+ transporting, alpha 1 polypeptide",ATP1A1,Carvedilol Action Pathway
MGP000236,477,"ATPase, Na+/K+ transporting, alpha 2 polypeptide",ATP1A2,Carvedilol Action Pathway
MGP000237,478,"ATPase, Na+/K+ transporting, alpha 3 polypeptide",ATP1A3,Carvedilol Action Pathway
MGP000239,480,"ATPase, Na+/K+ transporting, alpha 4 polypeptide",ATP1A4,Carvedilol Action Pathway
MGP000240,481,"ATPase, Na+/K+ transporting, beta 1 polypeptide",ATP1B1,Carvedilol Action Pathway
MGP000241,482,"ATPase, Na+/K+ transporting, beta 2 polypeptide",ATP1B2,Carvedilol Action Pathway
MGP000242,483,"ATPase, Na+/K+ transporting, beta 3 polypeptide",ATP1B3,Carvedilol Action Pathway
MGP000245,488,"ATPase, Ca++ transporting, cardiac muscle, slow twitch 2",ATP2A2,Carvedilol Action Pathway
MGP000381,775,"calcium channel, voltage-dependent, L type, alpha 1C subunit",CACNA1C,Carvedilol Action Pathway
MGP003746,8913,"calcium channel, voltage-dependent, T type, alpha 1G subunit",CACNA1G,Carvedilol Action Pathway
MGP003745,8912,"calcium channel, voltage-dependent, T type, alpha 1H subunit",CACNA1H,Carvedilol Action Pathway
MGP003841,9254,"calcium channel, voltage-dependent, alpha 2/delta subunit 2",CACNA2D2,Carvedilol Action Pathway
MGP000386,782,"calcium channel, voltage-dependent, beta 1 subunit",CACNB1,Carvedilol Action Pathway
MGP000396,801,"calmodulin 1 (phosphorylase kinase, delta)",CALM1,Carvedilol Action Pathway
MGP000549,1129,"cholinergic receptor, muscarinic 2",CHRM2,Carvedilol Action Pathway
MGP000839,1739,"discs, large homolog 1 (Drosophila)",DLG1,Carvedilol Action Pathway
MGP000243,486,FXYD domain containing ion transport regulator 2,FXYD2,Carvedilol Action Pathway
MGP004091,10021,hyperpolarization activated cyclic nucleotide gated potassium channel 4,HCN4,Carvedilol Action Pathway
MGP001686,3708,"inositol 1,4,5-trisphosphate receptor, type 1",ITPR1,Carvedilol Action Pathway
MGP001686,3708,"inositol 1,4,5-trisphosphate receptor, type 1",ITPR1,Carvedilol Action Pathway
MGP001703,3741,"potassium channel, voltage gated shaker related subfamily A, member 5",KCNA5,Carvedilol Action Pathway
MGP001714,3752,"potassium channel, voltage gated Shal related subfamily D, member 3",KCND3,Carvedilol Action Pathway
MGP001715,3753,"potassium channel, voltage gated subfamily E regulatory beta subunit 1",KCNE1,Carvedilol Action Pathway
MGP004078,9992,"potassium channel, voltage gated subfamily E regulatory beta subunit 2",KCNE2,Carvedilol Action Pathway
MGP001718,3757,"potassium channel, voltage gated eag related subfamily H, member 2",KCNH2,Carvedilol Action Pathway
MGP005046,30819,Kv channel interacting protein 2,KCNIP2,Carvedilol Action Pathway
MGP001728,3767,"potassium channel, inwardly rectifying subfamily J, member 11",KCNJ11,Carvedilol Action Pathway
MGP001720,3759,"potassium channel, inwardly rectifying subfamily J, member 2",KCNJ2,Carvedilol Action Pathway
MGP001721,3760,"potassium channel, inwardly rectifying subfamily J, member 3",KCNJ3,Carvedilol Action Pathway
MGP001722,3761,"potassium channel, inwardly rectifying subfamily J, member 4",KCNJ4,Carvedilol Action Pathway
MGP001723,3762,"potassium channel, inwardly rectifying subfamily J, member 5",KCNJ5,Carvedilol Action Pathway
MGP001725,3764,"potassium channel, inwardly rectifying subfamily J, member 8",KCNJ8,Carvedilol Action Pathway
MGP001733,3775,"potassium channel, two pore domain subfamily K, member 1",KCNK1,Carvedilol Action Pathway
MGP001742,3784,"potassium channel, voltage gated KQT-like subfamily Q, member 1",KCNQ1,Carvedilol Action Pathway
MGP002017,4638,myosin light chain kinase,MYLK,Carvedilol Action Pathway
MGP004616,23236,"phospholipase C, beta 1 (phosphoinositide-specific)",PLCB1,Carvedilol Action Pathway
MGP002329,5350,phospholamban,PLN,Carvedilol Action Pathway
MGP002414,5566,"protein kinase, cAMP-dependent, catalytic, alpha",PRKACA,Carvedilol Action Pathway
MGP002417,5573,"protein kinase, cAMP-dependent, regulatory, type I, alpha",PRKAR1A,Carvedilol Action Pathway
MGP002739,6262,ryanodine receptor 2 (cardiac),RYR2,Carvedilol Action Pathway
MGP002761,6331,"sodium channel, voltage gated, type V alpha subunit",SCN5A,Carvedilol Action Pathway
MGP002879,6546,"solute carrier family 8 (sodium/calcium exchanger), member 1",SLC8A1,Carvedilol Action Pathway
MGP002945,6640,"syntrophin, alpha 1",SNTA1,Carvedilol Action Pathway
MGP002946,6641,"syntrophin, beta 1 (dystrophin-associated protein A1, 59kDa, basic component 1)",SNTB1,Carvedilol Action Pathway
MGP002948,6645,"syntrophin, beta 2 (dystrophin-associated protein A1, 59kDa, basic component 2)",SNTB2,Carvedilol Action Pathway
MGP003162,7134,troponin C type 1 (slow),TNNC1,Carvedilol Action Pathway
MGP003159,7125,troponin C type 2 (fast),TNNC2,Carvedilol Action Pathway
MGP003163,7135,"troponin I type 1 (skeletal, slow)",TNNI1,Carvedilol Action Pathway
MGP003164,7136,"troponin I type 2 (skeletal, fast)",TNNI2,Carvedilol Action Pathway
MGP003165,7137,troponin I type 3 (cardiac),TNNI3,Carvedilol Action Pathway
MGP003166,7138,"troponin T type 1 (skeletal, slow)",TNNT1,Carvedilol Action Pathway
MGP003167,7139,troponin T type 2 (cardiac),TNNT2,Carvedilol Action Pathway
MGP003168,7140,"troponin T type 3 (skeletal, fast)",TNNT3,Carvedilol Action Pathway
MGP003181,7168,tropomyosin 1 (alpha),TPM1,Carvedilol Action Pathway
MGP003181,7168,tropomyosin 1 (alpha),TPM1,Carvedilol Action Pathway
MGP003182,7169,tropomyosin 2 (beta),TPM2,Carvedilol Action Pathway
MGP003182,7169,tropomyosin 2 (beta),TPM2,Carvedilol Action Pathway
MGP000790,1621,dopamine beta-hydroxylase (dopamine beta-monooxygenase),DBH,Catecholamine Biosynthesis
MGP000804,1644,dopa decarboxylase (aromatic L-amino acid decarboxylase),DDC,Catecholamine Biosynthesis
MGP002348,5409,phenylethanolamine N-methyltransferase,PNMT,Catecholamine Biosynthesis
MGP003126,7054,tyrosine hydroxylase,TH,Catecholamine Biosynthesis
MGP000066,124,"alcohol dehydrogenase 1A (class I), alpha polypeptide",ADH1A,Celecoxib Action Pathway
MGP000067,125,"alcohol dehydrogenase 1B (class I), beta polypeptide",ADH1B,Celecoxib Action Pathway
MGP003628,8644,"aldo-keto reductase family 1, member C3",AKR1C3,Celecoxib Action Pathway
MGP000128,239,arachidonate 12-lipoxygenase,ALOX12,Celecoxib Action Pathway
MGP000131,242,"arachidonate 12-lipoxygenase, 12R type",ALOX12B,Celecoxib Action Pathway
MGP000132,246,arachidonate 15-lipoxygenase,ALOX15,Celecoxib Action Pathway
MGP000133,247,"arachidonate 15-lipoxygenase, type B",ALOX15B,Celecoxib Action Pathway
MGP000129,240,arachidonate 5-lipoxygenase,ALOX5,Celecoxib Action Pathway
MGP000431,873,carbonyl reductase 1,CBR1,Celecoxib Action Pathway
MGP000752,1555,"cytochrome P450, family 2, subfamily B, polypeptide 6",CYP2B6,Celecoxib Action Pathway
MGP000754,1558,"cytochrome P450, family 2, subfamily C, polypeptide 8",CYP2C8,Celecoxib Action Pathway
MGP000755,1559,"cytochrome P450, family 2, subfamily C, polypeptide 9",CYP2C9,Celecoxib Action Pathway
MGP000757,1565,"cytochrome P450, family 2, subfamily D, polypeptide 6",CYP2D6,Celecoxib Action Pathway
MGP000758,1571,"cytochrome P450, family 2, subfamily E, polypeptide 1",CYP2E1,Celecoxib Action Pathway
MGP000760,1573,"cytochrome P450, family 2, subfamily J, polypeptide 2",CYP2J2,Celecoxib Action Pathway
MGP006338,113612,"cytochrome P450, family 2, subfamily U, polypeptide 1",CYP2U1,Celecoxib Action Pathway
MGP000761,1576,"cytochrome P450, family 3, subfamily A, polypeptide 4",CYP3A4,Celecoxib Action Pathway
MGP000763,1579,"cytochrome P450, family 4, subfamily A, polypeptide 11",CYP4A11,Celecoxib Action Pathway
MGP003587,8529,"cytochrome P450, family 4, subfamily F, polypeptide 2",CYP4F2,Celecoxib Action Pathway
MGP001842,4051,"cytochrome P450, family 4, subfamily F, polypeptide 3",CYP4F3,Celecoxib Action Pathway
MGP004502,11283,"cytochrome P450, family 4, subfamily F, polypeptide 8",CYP4F8,Celecoxib Action Pathway
MGP000973,2053,"epoxide hydrolase 2, cytoplasmic",EPHX2,Celecoxib Action Pathway
MGP006483,127281,"family with sequence similarity 213, member B",FAM213B,Celecoxib Action Pathway
MGP001195,2678,gamma-glutamyltransferase 1,GGT1,Celecoxib Action Pathway
MGP001303,2876,glutathione peroxidase 1,GPX1,Celecoxib Action Pathway
MGP001841,4048,leukotriene A4 hydrolase,LTA4H,Celecoxib Action Pathway
MGP001845,4056,leukotriene C4 synthase,LTC4S,Celecoxib Action Pathway
MGP007281,100137049,"phospholipase A2, group IVB (cytosolic)",PLA2G4B,Celecoxib Action Pathway
MGP002513,5730,prostaglandin D2 synthase 21kDa (brain),PTGDS,Celecoxib Action Pathway
MGP003941,9536,prostaglandin E synthase,PTGES,Celecoxib Action Pathway
MGP002520,5740,prostaglandin I2 (prostacyclin) synthase,PTGIS,Celecoxib Action Pathway
MGP002522,5742,prostaglandin-endoperoxide synthase 1 (prostaglandin G/H synthase and cyclooxygenase),PTGS1,Celecoxib Action Pathway
MGP002523,5743,prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase),PTGS2,Celecoxib Action Pathway
MGP003077,6916,thromboxane A synthase 1 (platelet),TBXAS1,Celecoxib Action Pathway
MGP005305,54575,"UDP glucuronosyltransferase 1 family, polypeptide A10",UGT1A10,Celecoxib Action Pathway
MGP000081,148,adrenoceptor alpha 1A,ADRA1A,Citalopram Action Pathway
MGP000157,316,aldehyde oxidase 1,AOX1,Citalopram Action Pathway
MGP000235,476,"ATPase, Na+/K+ transporting, alpha 1 polypeptide",ATP1A1,Citalopram Action Pathway
MGP000236,477,"ATPase, Na+/K+ transporting, alpha 2 polypeptide",ATP1A2,Citalopram Action Pathway
MGP000237,478,"ATPase, Na+/K+ transporting, alpha 3 polypeptide",ATP1A3,Citalopram Action Pathway
MGP000239,480,"ATPase, Na+/K+ transporting, alpha 4 polypeptide",ATP1A4,Citalopram Action Pathway
MGP000240,481,"ATPase, Na+/K+ transporting, beta 1 polypeptide",ATP1B1,Citalopram Action Pathway
MGP000241,482,"ATPase, Na+/K+ transporting, beta 2 polypeptide",ATP1B2,Citalopram Action Pathway
MGP000242,483,"ATPase, Na+/K+ transporting, beta 3 polypeptide",ATP1B3,Citalopram Action Pathway
MGP000379,773,"calcium channel, voltage-dependent, P/Q type, alpha 1A subunit",CACNA1A,Citalopram Action Pathway
MGP003841,9254,"calcium channel, voltage-dependent, alpha 2/delta subunit 2",CACNA2D2,Citalopram Action Pathway
MGP000386,782,"calcium channel, voltage-dependent, beta 1 subunit",CACNB1,Citalopram Action Pathway
MGP000556,1137,"cholinergic receptor, nicotinic, alpha 4 (neuronal)",CHRNA4,Citalopram Action Pathway
MGP000559,1141,"cholinergic receptor, nicotinic, beta 2 (neuronal)",CHRNB2,Citalopram Action Pathway
